headline,date,link
INDIA STOCKS-Financials bounce back from Friday's slide to lift Indian shares,10:09:04 08/05/2023 am IST,/quote/stock/COAL-INDIA-LIMITED-9060008/news/INDIA-STOCKS-Financials-bounce-back-from-Friday-s-slide-to-lift-Indian-shares-43773429/
Indian shares set to open higher on easing U.S. economic concerns,08:18:21 08/05/2023 am IST,/news/latest/Indian-shares-set-to-open-higher-on-easing-U-S-economic-concerns-43773254/
"Tech, Financial Stocks Lift Asian Equities in Friday Trading",08:04:06 05/05/2023 pm IST,/quote/stock/PINTEC-TECHNOLOGY-HOLDING-46790838/news/Tech-Financial-Stocks-Lift-Asian-Equities-in-Friday-Trading-43762518/
Indian Equities Sees Biggest Single-Day Fall in Two Months Amid Weak Global Cues,04:43:09 05/05/2023 pm IST,/quote/index/SENSEX-BSE30-7426/news/Indian-Equities-Sees-Biggest-Single-Day-Fall-in-Two-Months-Amid-Weak-Global-Cues-43759930/
"INDIA STOCKS-Slide in HDFC, HDFC Bank erases weekly gains for Indian shares",03:51:20 05/05/2023 pm IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/INDIA-STOCKS-Slide-in-HDFC-HDFC-Bank-erases-weekly-gains-for-Indian-shares-43759370/
"INDIA STOCKS-HDFC, HDFC Bank weigh on Indian shares amid weak global cues",10:45:40 05/05/2023 am IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/INDIA-STOCKS-HDFC-HDFC-Bank-weigh-on-Indian-shares-amid-weak-global-cues-43751982/
HDFC Twins drag Indian shares lower amid weak global cues,09:25:18 05/05/2023 am IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-Twins-drag-Indian-shares-lower-amid-weak-global-cues-43751682/
India's HDFC beats Q4 profit estimates on home loan demand,03:26:33 04/05/2023 pm IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-s-HDFC-beats-Q4-profit-estimates-on-home-loan-demand-43737883/
"HDFC Bank to open more than 675 branches in semi-urban, rural areas in FY24 - official",03:00:39 04/05/2023 pm IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-Bank-to-open-more-than-675-branches-in-semi-urban-rural-areas-in-FY24-official-43737139/
Financial Stocks Help Asian Equities Nudge Higher in Wednesday Trading,08:18:05 03/05/2023 pm IST,/quote/stock/EASON-TECHNOLOGY-LIMITED-41713756/news/Financial-Stocks-Help-Asian-Equities-Nudge-Higher-in-Wednesday-Trading-43727222/
HDFC Reportedly May Pick Jefferies as Advisor for $1 Billion Credila Sale,02:48:00 02/05/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Reportedly-May-Pick-Jefferies-as-Advisor-for-1-Billion-Credila-Sale-43722189/
Asian Equities Open Week Modestly Higher in Monday Trading,08:27:06 01/05/2023 pm IST,/quote/stock/MOGU-INC-47401270/news/Asian-Equities-Open-Week-Modestly-Higher-in-Monday-Trading-43702902/
India's Kotak Mahindra Bank beats expectations with 26% net profit rise in Jan-March,04:18:29 29/04/2023 pm IST,/quote/stock/KOTAK-MAHINDRA-BANK-LIMIT-46728631/news/India-s-Kotak-Mahindra-Bank-beats-expectations-with-26-net-profit-rise-in-Jan-March-43687221/
Financial Stocks Weigh Down Asian Equities in Friday Trading,08:12:06 28/04/2023 pm IST,/quote/stock/EASON-TECHNOLOGY-LIMITED-41713756/news/Financial-Stocks-Weigh-Down-Asian-Equities-in-Friday-Trading-43681887/
"Rupee little changed, notches gains for week on dollar inflows",03:51:03 28/04/2023 pm IST,/news/latest/Rupee-little-changed-notches-gains-for-week-on-dollar-inflows-43677761/
IT Stocks Lead Asian Equities Higher in Thursday Trading,08:14:05 27/04/2023 pm IST,/quote/stock/JINKOSOLAR-HOLDING-CO-LTD-5949045/news/IT-Stocks-Lead-Asian-Equities-Higher-in-Thursday-Trading-43665232/
India's Axis Bank reports wider-than-expected Q4 loss on Citi deal,04:51:09 27/04/2023 pm IST,/quote/stock/AXIS-BANK-LIMITED-46730206/news/India-s-Axis-Bank-reports-wider-than-expected-Q4-loss-on-Citi-deal-43661757/
HDFC Bank Limited Announces Board Appointments,03:40:00 27/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Announces-Board-Appointments-43675714/
India New Issue-HDFC invites bids for 10-year bonds on May 2 - bankers,12:57:27 27/04/2023 pm IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-New-Issue-HDFC-invites-bids-for-10-year-bonds-on-May-2-bankers-43664224/
India's NSE tweaks index inclusion rules for spun-off entities,11:18:08 27/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-NSE-tweaks-index-inclusion-rules-for-spun-off-entities-43654233/
"Tech, Bank Stocks Buoy Asian Equities in Wednesday Trading",08:12:06 26/04/2023 pm IST,/quote/stock/EASON-TECHNOLOGY-LIMITED-41713756/news/Tech-Bank-Stocks-Buoy-Asian-Equities-in-Wednesday-Trading-43647878/
HDFC Bank : organises one of the biggest ever loan melas in Bundelkhand region,06:25:14 26/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-organises-one-of-the-biggest-ever-loan-melas-in-Bundelkhand-region-43645749/
"Banking, Financial Stocks Continue to Lift Indian Equities to End Higher on Tuesday",04:39:05 25/04/2023 pm IST,/quote/index/SENSEX-BSE30-7426/news/Banking-Financial-Stocks-Continue-to-Lift-Indian-Equities-to-End-Higher-on-Tuesday-43631683/
Indian shares set to open higher on optimism after earnings boost,07:59:20 25/04/2023 am IST,/news/latest/Indian-shares-set-to-open-higher-on-optimism-after-earnings-boost-43626000/
INDIA STOCKS-Financials power Indian shares after earnings boost,03:44:45 24/04/2023 pm IST,/quote/stock/ICICI-BANK-LIMITED-23672738/news/INDIA-STOCKS-Financials-power-Indian-shares-after-earnings-boost-43619379/
"India's IndusInd Bank beats Q4 profit view on strong loan growth, lower provisions",03:14:30 24/04/2023 pm IST,/quote/stock/INDUSLND-BANK-LIMITED-9059225/news/India-s-IndusInd-Bank-beats-Q4-profit-view-on-strong-loan-growth-lower-provisions-43619099/
"INDIA STOCKS-Indian shares rise; financials, Reliance help",10:21:23 24/04/2023 am IST,/quote/stock/ICICI-BANK-LIMITED-23672738/news/INDIA-STOCKS-Indian-shares-rise-financials-Reliance-help-43617348/
Asian Equities Poised to Close Week Over 2% Lower in Friday Trading,08:01:06 21/04/2023 pm IST,/quote/stock/UXIN-LIMITED-44403618/news/Asian-Equities-Poised-to-Close-Week-Over-2-Lower-in-Friday-Trading-43604171/
HDFC Bank Limited - Special Call,04:30:00 21/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Transcript-HDFC-Bank-Limited-Special-Call-43607585/
India cenbank gives HDFC Bank selective regulatory relief post HDFC merger,04:05:30 21/04/2023 pm IST,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-cenbank-gives-HDFC-Bank-selective-regulatory-relief-post-HDFC-merger-43601883/
Go Digit Life Insurance Limited announced that it has received INR 109.3 million in funding from HDFC Bank Limited,03:30:00 21/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Go-Digit-Life-Insurance-Limited-announced-that-it-has-received-INR-109-3-million-in-funding-from-HDF-45739074/
Tech Stocks Lead Asian Equities Modestly Higher in Thursday Trading,08:18:06 20/04/2023 pm IST,/quote/stock/TOKEN-CAT-LIMITED-47193881/news/Tech-Stocks-Lead-Asian-Equities-Modestly-Higher-in-Thursday-Trading-43593633/
HDFC Bank Limited Approves Appointment of Kaizad Bharucha as Deputy Managing Director and Bhavesh Zaveri as Executive Director,10:21:00 20/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Approves-Appointment-of-Kaizad-Bharucha-as-Deputy-Managing-Director-and-Bhavesh-Za-43601093/
India economic growth seen stuck in low gear: Reuters Poll,08:07:39 20/04/2023 am IST,/news/latest/India-economic-growth-seen-stuck-in-low-gear-Reuters-Poll-43547521/
"IT, Auto Stocks Lead Asian Equities Wednesday Trading",08:40:12 19/04/2023 pm IST,/quote/stock/BOQII-HOLDING-LIMITED-112977253/news/IT-Auto-Stocks-Lead-Asian-Equities-Wednesday-Trading-43544391/
Abrdn weighs split of private equity assets to draw fresh bids -source,06:55:14 19/04/2023 pm IST,/quote/stock/ABERDEEN-GROUP-PLC-46736767/news/Abrdn-weighs-split-of-private-equity-assets-to-draw-fresh-bids-source-43543272/
Asian Equities Move Marginally Higher in Tuesday Trading,08:18:05 18/04/2023 pm IST,/quote/stock/AMBER-INTERNATIONAL-HOLDI-39027941/news/Asian-Equities-Move-Marginally-Higher-in-Tuesday-Trading-43533393/
"Nomura Adjusts HDFC Bank's Price Target to INR1,950 From INR1,885, Keeps at Buy",03:46:05 18/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Nomura-Adjusts-HDFC-Bank-s-Price-Target-to-INR1-950-From-INR1-885-Keeps-at-Buy-43528445/
INDIA RUPEE-Rupee dips as strong US data fuels Fed rate hike chances,03:43:32 18/04/2023 pm IST,/news/latest/INDIA-RUPEE-Rupee-dips-as-strong-US-data-fuels-Fed-rate-hike-chances-43528401/
HDFC Bank set to meet liquidity norms post merger - sources,01:27:44 18/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-set-to-meet-liquidity-norms-post-merger-sources-43527308/
Tech Stocks Lead Asian Equities Higher in Monday Trading,08:10:06 17/04/2023 pm IST,/quote/stock/JIAYIN-GROUP-INC-58195448/news/Tech-Stocks-Lead-Asian-Equities-Higher-in-Monday-Trading-43522829/
HDFC Bank Posts Rise in Fiscal Q4 Consolidated Net Profit,11:20:06 17/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Posts-Rise-in-Fiscal-Q4-Consolidated-Net-Profit-43517746/
HDFC Bank Gets Board Nod to Raise INR500 Billion Via Issue of Bonds in FY24,10:35:05 17/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Gets-Board-Nod-to-Raise-INR500-Billion-Via-Issue-of-Bonds-in-FY24-43517601/
INDIA STOCKS-Infosys drags down Indian shares,10:34:38 17/04/2023 am IST,/quote/stock/INFOSYS-LIMITED-9743342/news/INDIA-STOCKS-Infosys-drags-down-Indian-shares-43517602/
"Indian shares to open lower on weak earnings, Fed rate hike worries",08:22:32 17/04/2023 am IST,/news/latest/Indian-shares-to-open-lower-on-weak-earnings-Fed-rate-hike-worries-43517336/
"HDFC Bank Limited Approves the Issuance of Perpetual Debt Instruments (Part of Additional Tier I Capital), Tier II Capital Bonds and Long-Term Bonds (Financing of Infrastructure and Affordable Housing) Up to Total Amount of INR 500,000 Million over the Period of Next Twelve Months Through Private Placement Mode",06:14:00 15/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Approves-the-Issuance-of-Perpetual-Debt-Instruments-Part-of-Additional-Tier-I-Cap-43520148/
"HDFC Bank Limited, 2023 Earnings Call, Apr 15, 2023",05:00:00 15/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Transcript-HDFC-Bank-Limited-2023-Earnings-Call-Apr-15-2023-43501337/
India HDFC Bank's net profit jumps 19.8% in January-March,02:17:32 15/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-HDFC-Bank-s-net-profit-jumps-19-8-in-January-March-43499695/
HDFC Bank Limited Recommends Dividend,01:37:00 15/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Recommends-Dividend-43509585/
"HDFC Bank Limited Reports Earnings Results for the Fourth Quarter and Full Year Ended March 31, 2023",01:32:00 15/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Reports-Earnings-Results-for-the-Fourth-Quarter-and-Full-Year-Ended-March-31-2023-43509586/
"Telecoms, Online Retailers Weigh Down Asian Equities in Friday Trading",08:07:09 14/04/2023 pm IST,/quote/stock/THE9-LIMITED-43354312/news/Telecoms-Online-Retailers-Weigh-Down-Asian-Equities-in-Friday-Trading-43496872/
"Biotech, Telecom Stocks Lead Asian Equities Higher in Thursday Trading",08:02:06 13/04/2023 pm IST,/quote/stock/BILIBILI-INC-42503507/news/Biotech-Telecom-Stocks-Lead-Asian-Equities-Higher-in-Thursday-Trading-43487612/
HDFC Bank Obtains $300 Million Line of Credit from Export-Import Bank of Korea,10:36:05 13/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Obtains-300-Million-Line-of-Credit-from-Export-Import-Bank-of-Korea-43480935/
Indian shares set for muted start as recession fears dent sentiment,08:31:00 13/04/2023 am IST,/news/latest/Indian-shares-set-for-muted-start-as-recession-fears-dent-sentiment-43480590/
"Auto Marketplaces, Tech Stocks Lead Asian Equities Lower in Wednesday Trading",08:12:06 12/04/2023 pm IST,/quote/stock/JIANPU-TECHNOLOGY-INC-38702343/news/Auto-Marketplaces-Tech-Stocks-Lead-Asian-Equities-Lower-in-Wednesday-Trading-43477482/
India's retail inflation eases below RBI's upper tolerance level,05:56:54 12/04/2023 pm IST,/news/latest/India-s-retail-inflation-eases-below-RBI-s-upper-tolerance-level-43475952/
HDFC Bank : to plant 3 lakh trees in Mumbai in partnership with Mumbai Port Authority,03:50:09 12/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-to-plant-3-lakh-trees-in-Mumbai-in-partnership-with-Mumbai-Port-Authority-43473312/
Cella Space Secures Term Loan from HDFC Bank; Shares Rise 3%,01:33:06 12/04/2023 pm IST,/quote/stock/CELLA-SPACE-LIMITED-20701857/news/Cella-Space-Secures-Term-Loan-from-HDFC-Bank-Shares-Rise-3-43472417/
HDFC Bank Plans to Raise INR500 Billion From Debt Securities in FY24,07:51:05 12/04/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Plans-to-Raise-INR500-Billion-From-Debt-Securities-in-FY24-43471135/
"Biotech, Bank Stocks Buoy Asian Equities in Tuesday Trading",08:13:06 11/04/2023 pm IST,/quote/stock/THE9-LIMITED-43354312/news/Biotech-Bank-Stocks-Buoy-Asian-Equities-in-Tuesday-Trading-43468224/
India's HDFC Bank to raise $6 billion in debt over next 1 year,05:13:57 11/04/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDFC-Bank-to-raise-6-billion-in-debt-over-next-1-year-43466261/
"Tech, Bank Stocks Lead Asian Equities Sharply Lower in Monday Trading",08:10:06 10/04/2023 pm IST,/quote/stock/TUNIU-CORPORATION-16441311/news/Tech-Bank-Stocks-Lead-Asian-Equities-Sharply-Lower-in-Monday-Trading-43459887/
Tech Stocks Weigh Down Asian Equities in Wednesday Trading,08:11:13 05/04/2023 pm IST,/quote/stock/FOUR-SEASONS-EDUCATION-CA-38588384/news/Tech-Stocks-Weigh-Down-Asian-Equities-in-Wednesday-Trading-43436762/
"Consumer Goods, IT Stocks Lift Indian Equities to End Higher Midweek",04:18:13 05/04/2023 pm IST,/quote/index/SENSEX-BSE30-7426/news/Consumer-Goods-IT-Stocks-Lift-Indian-Equities-to-End-Higher-Midweek-43434016/
"INDIA STOCKS-Financials, IT aid rise in Indian shares ahead of RBI rate decision",03:44:20 05/04/2023 pm IST,/quote/stock/BAJAJ-FINANCE-LIMITED-33647061/news/INDIA-STOCKS-Financials-IT-aid-rise-in-Indian-shares-ahead-of-RBI-rate-decision-43433825/
INDIA STOCKS-Financials aid rise in Indian shares ahead of RBI rate decision,10:26:34 05/04/2023 am IST,/quote/stock/BAJAJ-FINANCE-LIMITED-33647061/news/INDIA-STOCKS-Financials-aid-rise-in-Indian-shares-ahead-of-RBI-rate-decision-43429839/
INDIA STOCKS-Indian shares rise as financials gain on strong quarterly updates,09:42:41 05/04/2023 am IST,/quote/stock/BAJAJ-FINANCE-LIMITED-33647061/news/INDIA-STOCKS-Indian-shares-rise-as-financials-gain-on-strong-quarterly-updates-43429746/
Indian rupee set to weaken further in coming months,08:19:08 05/04/2023 am IST,/news/latest/Indian-rupee-set-to-weaken-further-in-coming-months-43429598/
INDIA RUPEE-Rupee knocked down by surging oil following output cuts,03:40:17 03/04/2023 pm IST,/news/latest/INDIA-RUPEE-Rupee-knocked-down-by-surging-oil-following-output-cuts-43413295/
"INDIA RUPEE-Rupee firms on final day of fiscal year, down 8% over period",04:01:48 31/03/2023 pm IST,/news/latest/INDIA-RUPEE-Rupee-firms-on-final-day-of-fiscal-year-down-8-over-period-43390650/
"HDFC Bank Opens 500th Branch in Tamil Nadu, India",09:32:05 31/03/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Opens-500th-Branch-in-Tamil-Nadu-India-43387904/
HDFC Bank Limited Announces Cessation of Malay Patel as Independent Director,04:36:00 30/03/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Announces-Cessation-of-Malay-Patel-as-Independent-Director-43391341/
"INDIA STOCKS-Financials lead Indian shares higher, Adani stocks rebound",11:08:44 29/03/2023 am IST,/news/latest/INDIA-STOCKS-Financials-lead-Indian-shares-higher-Adani-stocks-rebound-43362922/
American Depositary Receipts of Asian Stocks Lower Amid Banking Sector Worries,08:17:05 27/03/2023 pm IST,/quote/stock/GENETRON-HOLDINGS-LIMITED-108665624/news/American-Depositary-Receipts-of-Asian-Stocks-Lower-Amid-Banking-Sector-Worries-43349045/
American Depositary Receipts of Asian Equities Supported by Possibility of Pause in US Fed's Rate Hikes,08:13:07 23/03/2023 pm IST,/quote/stock/VNET-GROUP-INC-7855123/news/American-Depositary-Receipts-of-Asian-Equities-Supported-by-Possibility-of-Pause-in-US-Fed-s-Rate-Hi-43322488/
"INDIA BONDS-India bond yields hold steady as traders await H1 borrowing, RBI meet",05:13:25 23/03/2023 pm IST,/news/latest/INDIA-BONDS-India-bond-yields-hold-steady-as-traders-await-H1-borrowing-RBI-meet-43320390/
HDFC Bank : launches Regalia Gold Credit Card,04:30:00 23/03/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-launches-Regalia-Gold-Credit-Card-43473311/
"Indian banks' dependence on AT1 bonds limited, some impact on pricing likely - analysts",10:43:25 21/03/2023 am IST,/quote/stock/CREDIT-SUISSE-GROUP-AG-9364979/news/Indian-banks-dependence-on-AT1-bonds-limited-some-impact-on-pricing-likely-analysts-43296370/
"Rupee edges up as banking concerns linger ahead of Fed meet, premiums jump",11:40:16 20/03/2023 am IST,/news/latest/Rupee-edges-up-as-banking-concerns-linger-ahead-of-Fed-meet-premiums-jump-43287921/
Indian shares set to open lower as banking concerns linger,08:23:31 20/03/2023 am IST,/news/latest/Indian-shares-set-to-open-lower-as-banking-concerns-linger-43287524/
"Asian Equities Move Lower in Friday Trading, Look to Close Week Ahead",08:10:06 17/03/2023 pm IST,/quote/stock/VNET-GROUP-INC-7855123/news/Asian-Equities-Move-Lower-in-Friday-Trading-Look-to-Close-Week-Ahead-43274526/
"INDIA STOCKS-Indian shares end higher in global rebound, but post weekly losses",03:48:48 17/03/2023 pm IST,/quote/stock/TATA-CONSULTANCY-SERVICES-9743454/news/INDIA-STOCKS-Indian-shares-end-higher-in-global-rebound-but-post-weekly-losses-43271897/
"Rupee firms as Asian markets power ahead on US, Europe bank rescues",11:22:46 17/03/2023 am IST,/news/latest/Rupee-firms-as-Asian-markets-power-ahead-on-US-Europe-bank-rescues-43268755/
Asian Equities Remain Flat in Thursday Trading,08:17:06 16/03/2023 pm IST,/quote/stock/AURORA-MOBILE-LIMITED-45049870/news/Asian-Equities-Remain-Flat-in-Thursday-Trading-43264748/
"India central bank may let rupee weaken past 83/USD amid global banking turmoil, analysts say",06:24:18 16/03/2023 pm IST,/news/latest/India-central-bank-may-let-rupee-weaken-past-83-USD-amid-global-banking-turmoil-analysts-say-43262963/
India cbank may let rupee weaken past 83/USD amid global banking turmoil - analysts,03:18:42 16/03/2023 pm IST,/news/latest/India-cbank-may-let-rupee-weaken-past-83-USD-amid-global-banking-turmoil-analysts-43259433/
Banking Crisis Fears Send Asian Equities Tumbling in Wednesday Trading,08:14:07 15/03/2023 pm IST,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Banking-Crisis-Fears-Send-Asian-Equities-Tumbling-in-Wednesday-Trading-43253346/
Tech Stocks Lift Asian Equities Modestly Higher in Tuesday Trading,08:23:06 14/03/2023 pm IST,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Stocks-Lift-Asian-Equities-Modestly-Higher-in-Tuesday-Trading-43242382/
INDIA RUPEE-Rupee logs worst day in five weeks as SVB crisis roils sentiment,03:40:57 14/03/2023 pm IST,/quote/stock/SVB-FINANCIAL-GROUP-10840/news/INDIA-RUPEE-Rupee-logs-worst-day-in-five-weeks-as-SVB-crisis-roils-sentiment-43237622/
"Retailers, Tech Stocks Lead Asian Equities Slightly Lower in Monday Trading",08:27:11 13/03/2023 pm IST,/quote/stock/BILIBILI-INC-42503507/news/Retailers-Tech-Stocks-Lead-Asian-Equities-Slightly-Lower-in-Monday-Trading-43231918/
"India's February retail inflation eases, raises chances of rate hike",06:25:57 13/03/2023 pm IST,/news/latest/India-s-February-retail-inflation-eases-raises-chances-of-rate-hike-43231215/
"INSTANT VIEW-India's Feb retail inflation marginally eases, remains above cenbank target",05:57:00 13/03/2023 pm IST,/news/latest/INSTANT-VIEW-India-s-Feb-retail-inflation-marginally-eases-remains-above-cenbank-target-43230545/
"Asian Equities Move Lower in Friday Trading, Set to Close Week Down Over 4%",09:40:11 10/03/2023 pm IST,/quote/stock/HIGHEST-56593821/news/Asian-Equities-Move-Lower-in-Friday-Trading-Set-to-Close-Week-Down-Over-4-43215249/
"Banks, Financials and Capital Goods Drag Indian Equities to End Lower on Friday",04:28:08 10/03/2023 pm IST,/quote/index/SENSEX-BSE30-7426/news/Banks-Financials-and-Capital-Goods-Drag-Indian-Equities-to-End-Lower-on-Friday-43210639/
"E-commerce, Financial Stocks Lead Asian Equities Lower on Thursday",09:26:10 09/03/2023 pm IST,/quote/stock/MOGU-INC-47401270/news/E-commerce-Financial-Stocks-Lead-Asian-Equities-Lower-on-Thursday-43204292/
INDIA RUPEE-Rupee ends near 82/USD as likely RBI intervention caps gains,03:44:01 09/03/2023 pm IST,/news/latest/INDIA-RUPEE-Rupee-ends-near-82-USD-as-likely-RBI-intervention-caps-gains-43199048/
Indian shares set to fall on rate fears after Powell's testimony,08:14:25 08/03/2023 am IST,/news/latest/Indian-shares-set-to-fall-on-rate-fears-after-Powell-s-testimony-43185800/
"Tech, Financial Stocks Weigh Down Asian Equities in Tuesday Trading",10:30:15 07/03/2023 pm IST,/quote/stock/51TALK-ONLINE-EDUCATION-G-28622643/news/Tech-Financial-Stocks-Weigh-Down-Asian-Equities-in-Tuesday-Trading-43182846/
India's HDB Financial Services flags data breach at service provider,09:23:30 07/03/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDB-Financial-Services-flags-data-breach-at-service-provider-43182338/
Asian Equities Open Trading Week Modestly Higher,09:09:09 06/03/2023 pm IST,/quote/stock/SECOO-HOLDING-LIMITED-37839065/news/Asian-Equities-Open-Trading-Week-Modestly-Higher-43171624/
"Tech Stocks, Banks Lead Asian Equities Higher in Friday Trading",09:10:08 03/03/2023 pm IST,/quote/stock/PINTEC-TECHNOLOGY-HOLDING-46790838/news/Tech-Stocks-Banks-Lead-Asian-Equities-Higher-in-Friday-Trading-43151707/
Asian Equities Nudge Lower After Posting Gains in Thursday Trading,09:10:10 02/03/2023 pm IST,/quote/stock/IQIYI-INC-42529120/news/Asian-Equities-Nudge-Lower-After-Posting-Gains-in-Thursday-Trading-43139938/
HDFC Bank : IRCTC partners with HDFC Bank to launch India’s most rewarding co-branded travel credit card,06:32:25 02/03/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-IRCTC-partners-with-HDFC-Bank-to-launch-India-s-most-rewarding-co-branded-travel-credi-43138243/
Asian Equities Surge Wednesday as China Reports Manufacturing Growth,09:06:11 01/03/2023 pm IST,/quote/stock/HIGHEST-56593821/news/Asian-Equities-Surge-Wednesday-as-China-Reports-Manufacturing-Growth-43126844/
"HDFC Bank : opens its first all-women branch in Varanasi, Uttar Pradesh",08:56:17 28/02/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-opens-its-first-all-women-branch-in-Varanasi-Uttar-Pradesh-43112320/
"Indian importers hedge less, assured by cenbank's rupee support, data suggests",03:04:19 28/02/2023 pm IST,/news/latest/Indian-importers-hedge-less-assured-by-cenbank-s-rupee-support-data-suggests-43105771/
"Indian banks unprepared for cenbank's ESG push, survey shows -sources",01:07:03 28/02/2023 pm IST,/quote/stock/AXIS-BANK-LIMITED-46730206/news/Indian-banks-unprepared-for-cenbank-s-ESG-push-survey-shows-sources-43104799/
"Tech, Bank Stocks Buoy Asian Equities in Monday Trading",09:08:09 27/02/2023 pm IST,/quote/stock/BAOZUN-INC-22283935/news/Tech-Bank-Stocks-Buoy-Asian-Equities-in-Monday-Trading-43099615/
"Rupee down on Fed policy bets, falls less than peers on likely RBI help",03:45:35 27/02/2023 pm IST,/news/latest/Rupee-down-on-Fed-policy-bets-falls-less-than-peers-on-likely-RBI-help-43095697/
Tulsyan NEC Limited Appoints HDFC Bank Limited as the Escrow Bank,04:06:00 25/02/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Tulsyan-NEC-Limited-Appoints-HDFC-Bank-Limited-as-the-Escrow-Bank-43093274/
India's economic growth likely slowed further to 4.6% in Oct-Dec,10:40:54 24/02/2023 am IST,/news/latest/India-s-economic-growth-likely-slowed-further-to-4-6-in-Oct-Dec-43073584/
"Tech, Bank Stocks Weigh Down Asian Equities in Wednesday Trading",09:25:12 22/02/2023 pm IST,/quote/stock/MOGU-INC-47401270/news/Tech-Bank-Stocks-Weigh-Down-Asian-Equities-in-Wednesday-Trading-43055509/
"INDIA STOCKS-Indian shares continue slide on rate jitters ahead of Fed, RBI minutes",03:46:33 22/02/2023 pm IST,/quote/stock/WOCKHARDT-LIMITED-9059063/news/INDIA-STOCKS-Indian-shares-continue-slide-on-rate-jitters-ahead-of-Fed-RBI-minutes-43049508/
"Mintoak Innovations Private Limited announced that it has received INR 1.65 billion in funding from PayPal Ventures, Inc., British International Investment Plc, HDFC Bank Limited, Pravega Ventures Partners LLP",04:30:00 21/02/2023 am IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Mintoak-Innovations-Private-Limited-announced-that-it-has-received-INR-1-65-billion-in-funding-from-43039726/
India cenbank likely sold $2-$3 bln in week to Feb. 10 to prop rupee-economists,04:14:16 20/02/2023 pm IST,/news/latest/India-cenbank-likely-sold-2-3-bln-in-week-to-Feb-10-to-prop-rupee-economists-43033757/
INDIA STOCKS-Indian shares fall on U.S. rate-hike worries,03:43:45 20/02/2023 pm IST,/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/INDIA-STOCKS-Indian-shares-fall-on-U-S-rate-hike-worries-43033558/
India's HDFC raises $3 billion in largest-ever local bond issue-bankers,02:24:52 16/02/2023 pm IST,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDFC-raises-3-billion-in-largest-ever-local-bond-issue-bankers-43002540/
